Id,SalePrice
1461,131159.9920277741
1462,166620.89839193632
1463,191031.01399539164
1464,193958.90982921034
1465,189288.91698664
1466,186400.51000172264
1467,176491.49693446173
1468,174626.5756469351
1469,183728.04979906348
1470,121156.2512536904
1471,209094.15729941044
1472,114047.33524610706
1473,124885.00940498998
1474,166231.93750493735
1475,143298.06125633378
1476,290753.40221782785
1477,248581.46749402006
1478,267863.7504045076
1479,266166.9852151403
1480,358017.3599715986
1481,295009.93483938527
1482,221187.51166232617
1483,174698.353564154
1484,176976.4811905207
1485,171320.77670175247
1486,204593.79386694648
1487,286066.5646358697
1488,247775.72096444393
1489,198326.1778013343
1490,206265.3086020024
1491,191642.54598196287
1492,108872.23242559224
1493,168811.60230057765
1494,295790.0614238734
1495,288555.42667969427
1496,221286.8178559575
1497,200370.1708052877
1498,183742.60234885794
1499,185878.18370537471
1500,171320.47301654072
1501,187330.14595903174
1502,165827.56060225036
1503,255932.11958619388
1504,234204.76497318607
1505,222399.36910283874
1506,209344.29056530265
1507,259190.14272040362
1508,213024.65492186055
1509,161065.14500732103
1510,157091.70370289494
1511,153942.59514030686
1512,181755.8866654054
1513,165155.57980032198
1514,171132.538689525
1515,212849.49418146187
1516,164524.56233971944
1517,152696.3996596559
1518,167199.3307960102
1519,240242.5188928811
1520,134426.24862140865
1521,139669.6866805151
1522,164885.1293308474
1523,124906.25334387808
1524,124319.0537455178
1525,124121.52250724965
1526,129153.17405608266
1527,111529.92374707403
1528,137140.8294889942
1529,143071.10632416012
1530,174917.8447511876
1531,144033.19693486084
1532,101370.44632394938
1533,145183.71989511384
1534,127870.42763787863
1535,157701.47262167282
1536,124922.41397661869
1537,91680.70907251403
1538,186245.30333124238
1539,220144.163534199
1540,152255.3851724555
1541,157786.10717896305
1542,154558.98090856138
1543,216304.94316067678
1544,87711.06508207493
1545,117705.44261713856
1546,131437.45212132978
1547,132483.3400191115
1548,142001.32812824828
1549,121627.16349096385
1550,155854.0269920994
1551,135645.358334472
1552,167562.46853547049
1553,137842.00878448845
1554,103616.19867650808
1555,167334.96142068572
1556,100767.39242511133
1557,124253.92394342361
1558,85122.30436008947
1559,118419.99322735937
1560,169504.6453866471
1561,160208.14662506233
1562,120698.10176957582
1563,122277.55002212341
1564,171140.52880531523
1565,154447.5519568921
1566,217942.93875565828
1567,90355.33496494323
1568,220882.38860521885
1569,144552.82999568843
1570,134024.82012472308
1571,119449.4980034864
1572,142533.61864464113
1573,213595.2883512896
1574,151897.01779042603
1575,221820.69968455756
1576,244893.1077822998
1577,193447.25408362347
1578,153716.51462032855
1579,149294.15927120805
1580,195907.73373081654
1581,132926.13604476026
1582,127310.89120588264
1583,305539.42063102755
1584,243039.64977433564
1585,143289.94451094174
1586,66565.53094019632
1587,104846.07250669537
1588,148741.30095344002
1589,113319.14484272164
1590,139587.5904987615
1591,95781.15583983556
1592,128041.62337591287
1593,116690.56295126126
1594,149085.24230171717
1595,128141.13840165937
1596,224465.30063705376
1597,198527.85695236546
1598,190661.36431891518
1599,179732.8618143908
1600,175579.3597143749
1601,63845.57382830669
1602,123360.82666398816
1603,95718.88980714972
1604,272604.845737585
1605,253484.86294197544
1606,175154.98602265754
1607,209535.03686631424
1608,208592.9822023651
1609,187006.45809803944
1610,155296.47361000025
1611,148493.22774979356
1612,184374.25312510307
1613,185780.4381996104
1614,127955.11542618694
1615,87188.7253569275
1616,77297.79838282347
1617,111129.42026360336
1618,118324.18866725605
1619,131164.68337348016
1620,203736.2873009115
1621,151006.1976645632
1622,145640.76739316247
1623,266007.0949384826
1624,226050.4296511644
1625,127141.00696967945
1626,179479.4773774968
1627,192115.66869971246
1628,269163.67244928144
1629,171073.3610779978
1630,319399.69069115707
1631,220919.77932426162
1632,253336.57921143304
1633,164645.6811275381
1634,185169.6676289589
1635,179977.80357320223
1636,153716.51861004677
1637,205488.13284961798
1638,207014.93527036865
1639,186393.81267929735
1640,249845.72754469223
1641,186159.50633908273
1642,216320.96440599824
1643,227537.33640189824
1644,221195.35369766652
1645,190381.08485319803
1646,161969.15221641748
1647,167957.0374326738
1648,137030.22145710367
1649,132149.93114208165
1650,127418.61608167036
1651,122710.20790417641
1652,114477.51515750878
1653,113256.4677912178
1654,164255.89049218863
1655,157177.6152697361
1656,162259.10801254827
1657,168426.7158237534
1658,161969.04459614627
1659,149130.24890122813
1660,145542.23105372558
1661,339346.8186365113
